,Reviews,Sentiments
3002,"accurate: This gun was given to me and it leaked air pressure so I sent it to Daisy and for $28 plus $6 for s&h they put in new seals and valve and now I really enjoy it. It only chronys out at 386 fps but just right at 10 yards. DO NOT pump it more than once as it is a single pump design and over pumping will take out the seals. The trigger has a very good feel to it with nearly zero creep and the fully adjustable rear sight is a plus, bottom line is this is a fine target pistol!!!",1
3003,"loved it!: I'm a big fan of Frank McCourt. I've read Angela's Ashes and Teacher Man. While most people seem to prefer Angela's Ashes - I definitely enjoyed Teacher Man more. I think Teacher Man has been greatly underestimated. When Frank has the students reading recipes as poetry - genius! Wonderful wit, wonderful man.",1
3004,"Quite a good read.: I quite like the series and love to ride along Kinseys ""growing up"".A puzzler though:how can she live in a 15 square feet converted garage ? Thats 1.4 square metres... even a tiny standard bed has 1.6 square metres...",1
3005,"Barking Spiders and Other Stuff Sparkles: Recently I received C.J. Heck's, ""Barking Spiders and Other Stuff,"" in the mail complete with spider book marks and stickers. What a delightful package! I brought the book out to the porch, sat down, and began reading aloud to my family. Within seconds, everyone's eyes were turned towards me, sparkling with smiles. Each poem ,told from a child's point of view, captures your attention and wonder, as though you were there, experiencing your childhood all over again! And there areimportant messages and lessons entwined within Heck's magical writing. This is an incredibly ""kid smart"" children's book, filled with love, laughter, and learning; a must for every family and school library!",1
3006,Lots of talent: This young artist is brilliant. I first heard/saw him when I attended one of many of Clay Aiken's concerts. He was traveling w/Clay I believe 3 Christmas's ago and was Clay's opening act. That performance made me want to look for and buy his CD. The songs are all great on this CD. He's a very accomplished pianist.,1
3007,"So much HYPE, so little substance: I like a thriller as well as the next person, but this booked didn't deliver. There are no new insights into Bram Stoker's charecters or mytholgy. Go back and read Stoker if you want to get a really good scare.",0
3008,"I love this massager: I brought this massager thinking that there was no way it was going to help the pain I was having in my neck and shoulder. I could barely move and after I used this I could actually turn my neck from side to side. I used the heating element and it felt great. I didn't think it was too heavy at all; especially once you are using it. Since I am a mother of 2 I don't really have time to go to a massage therapist when I have a crick in my neck, this device makes for a great alternative.If you don't pull your hair up it can get caught up in the massager.I'm happy I tried it.",1
3009,"Lavilin Foot Deodorant: I really did not like the product, it dried my feet out, it did not accomplish for me what I had hoped that it would. I made a bad choice in purchasing this item.",0
3010,"OK if you want some simple German lesons for a vacation: I purchased this book to help me in my German class in college. It was not that useful in helping me understand German grammar and sentence structure at a college level. I gave it 4 stars, not because it helped me in my German class, but because I think it is a good down-and-dirty book for learning the language and customs if you will only be spending a short time in Germany. This book might also by good as a refresher for people who have already taken a German class but forgot most of what they learned.",1
3011,"Fabulous Puppet: My 7 year old son got this for Christmas 2010 and loves it. The three headed dragon has instilled such imaginary play that we are 100% pleased with it. He has ""real"" puppets - meaning they are animals that truly exist but this imaginary puppet takes the cake. His puppet shows are so fun to watch now because we have no idea what will come out of his mouth. It is well made and it is great for working on finger dexterity because each head can be operated separately with a finger.",1
3012,"This book is proof of resurrection...: ...as it resurrects the SAME TIRED OLD nonsense that has been rehashed over and over again for the past sixty years. I was very disappointed not to find anything original after all the hype. As far as sheer historical evidence is concerned, I would be in a better position to suggest that George Washington was secretly a French double-agent than to espouse the tired old drivel in this book.Save your money. If you read, you've already read everything in this book. What a joke.",0
3013,"Krups XP4030 Pump Espresso Machine, Black: I ordered the Krups Xp4030 Pump Espresso Machine because I had owned a Krups espresso machine in an earlier model. I was basing my purchase on a belief that the new model would be even better than the first one, but NO, it is not. The first machine was made in Switzerland and the current one I purchased was from China. I don't know if it was the materials used to manufacture the latest, but it was not acceptable. There was definitely a smell of plastic from the machine and then when I foamed the milk, there was a smell of plastic and the taste of rubber. My husband called Krups and they sent a new foaming nozzle, but this was not any better. I returned the machine today. I read that some folks think their machine is great, but I did not have this experience. I wanted badly for this to work and used it for about a month, but I just was not enjoying the coffee every morning.",0
3014,"adidas F50: My son loves these cleats. They are comfortable and have great ""touch"". The only issue is they lose cleats off the bottom during play, and he has lost a few already. There are replacements, but still a bother.",1
3015,Not as good as I hoped: The book is so much better than the movie. I was surprised by how much the movie cut out important material that is in the book. I read the book first and I would have been confused with the story had I not done this.,0
3016,Not a good idea.: The quilt squares are starting to unravel as the knots are being tied. The fringes are so short it is difficult to make the knots to make the quilt. I don't recommend this for anyone.,0
3017,"NOT A JUDGMENT OF QUALITY: Certainly my rating should not be taken as any sort of objective judgment of the quality of this work. It only reflects my impatience with the kind of work that reflects upon reflections upon memories that are reflections of limited evidence, and so on and so forth. What I had hoped for was a light entertainment in which a discovered fact led to something more than an infidelity in a distant past and a trouble-making raking over of dead coals. Not, as they say, my cup of tea. My fault, I failed adequately to find out beforehand what I was getting into. Can't remember just why it happened.",0
3018,Not Recommended: I put this mobile base on my bandsaw. The bandsaw is about 200 lbs. and this already seems too heavy for the base that is rated at 400 lbs. To get the base to remain steady on the ground I must lower the feet so far that the bandsaw is not level. I have Delta Universal bases on my tablesaw and jointer. These are great. I should have stayed with them.Update - Now one of the plastic levers has broken. I've ordered the Delta Universal to replace the HTC2000. $55 wasted on this product.,0
3019,"If you even remotely like or are curious about Whitney!: If you've always been a fan of Whitney's,are just discovering her,or just like a song or two of hers;now is your opportunity for you to have her in all her glory! You'll her how her talent grew from shy young woman to diva in training to full fledge diva! It is a must for any female vocalist lover. This your chance to have that voice in most of its best moments ever! For those of you that may not be a fan stay away from this collection; it may convert you in to a hardcore fan after all! :-)",1
3020,"Bigger than expected: I bought this for my one month old who wasnt interested until 6 weeks. Now she stares at it and seems to talk to it when I hang it on her bouncer toy bar.It is larger than I expected, I hope she will be more interested in the mirror and the teething function in a few months.If she shows more interest, I will then buy Jacques the peacock as well.",1
3021,"In the land of the blind, the one-eyed man is King.: What a hyped cd this is. The genre of guitar, organ, drum trios is filled with dozens of better cds than this. My particular beef is Pat Martino's habit of playing a riff line again and again in the middle of every solo until he's totally destroyed any kind of continuity with what his solo started out to be. What happens..does he run out of ideas?....does he think this is a crowd pleaser?...is he trying to wake up Billy Hart (I don't think so!)This is the slow triumph of the mediocre over the real thing. Instead try any of the 1/2 dozen or so cds with Jimmy Smith and Kenny Burrell.",0
3022,"it is the book , how are looking for.: realy very good , it is clear and completeI am advice every one to this book",1
3023,"Good dimming range, annoying noise: I have recently bought this brand of bulb and two others. These ULA bulbs are probably the best for dimming smoothly over a wide range from bright to dim, although they still won't go as low as incandescents. Unfortunately, I can't use them in most rooms because of the noise they create. It is audible even at full power, and gets louder as the bulbs are dimmed. If you have a room where there is background noise all the time, these will be okay, but my house isn't like that.The other brands? GE was much quieter, but had a very limited dimming range. Sylvania was the best compromise for me - much quieter than ULA and much better dimming than GE.",0
3024,"If it worked, it would probably be swell. But it doesn't, now the Hell...: So I am writing this as I wait, 20 min so far, still on hold after navigating the maze to live rep somewhere on planet earth. The machine came, the beater bar worked for about 20 sec then dead. I have bought all my Apple Computers refurbished, 6 to date, never a problem. This is the first Amazon refurb I bought, BIG MISTAKE!!!!. Apparently from the other reviews, it's a crap shoot if you get a good one, well we pulled snake eyes. I could have driven to Costco and back in the time I have been on hold for both Dyson and now Amazon. Speaking of Costco they have the Animal, wheel model not ball for only 350, as soon as this is finally done I am going there and get one there. WTF? Do they even repair these things? All I can do is share my experiences, all BAD. Do not buy one of these.",0
3025,"Useless: I agree with other reviewers, folds in the felt never straighten out. The felt make it impossible to adjust the alignment of pieces without them pulling apart. I bought a large piece of foam core instead...it doesn't roll up but I can move it off the table and serve dinner! A similar product made with a smooth plastic or silicone would be better for those who need to roll it up thier puzzles.",0
3026,"DELLA is Delightful!: What a fascinating and refreshing character! Della is a delicious blend of sophistication and vulnerability. She is so incredibly real that the reader can't help but embrace her and cheer her on through her struggles. I gloried in her successes and suffered through her failures. Glitzy and glamourous to be sure, but this novel also has the warmth and humanity that sets it a cut above. Encore! Encore!",1
3027,"Broke: Randomly it stopped ejecting the DVD. Sometimes, if we leave a DVD in it, we are able to press ""play"" to make it register the DVD, and then it will eject to put in a new one. But most of the time we cannot use it except for VHS. We did nothing to the player to make it do this, so thats really annnoying. Dont waste your money, it will break!",0
3028,breathable and really soft: It's really soft and I feel my baby's skin more breathable in it.Personally I would prefer this one better than Pampers baby dry.,1
3029,"SD400 Leather Case: Case does good job of protecting camera from scratches, and hole in top gives access to strap.",1
3030,HATE Boat: Lousy decision to release half of the season AND lousier to skip the 3 pilot films. 10 seasons each broken in 2 equals 20 sets at 39.95 each...that's only $800. And...if they do release the films...perhaps another $100? $900 for the complete Love Boat? Sorry...that ship can sail without me.,0
3031,"a good history of the 1840s in Europe: ""In the Beginning"" by Jerome Blum is the history of a pivotal decade in European history, but one that is frequently misunderstood or misinterpreted. I agree with Mr. Walker's review--that this book can be quite dry in parts, but that throughout are little bits that bring the happenings of the period to mind in a new interpretation. I found this book to be interesting, a bit innovative in its analysis, and well written. My only complaint would be that, as usual for history books about this period, it focuses on Britain, France, Russia, and the Austro-Hungarian Empire, with only passing mention of happenings in the other countries of Europe. However, I still found this book well worth the time.",1
3032,"LOVE this cookbook! Great old-fashioned recipes: Great cook book. A lot of great, tried and true recipes, like the standard Chocolate Chip Cookie and Peanut Butter Cookie. Love how they spell it 'Cooky' though. A few of the recipes are a bit outdated, like Prune cookies, but most of them have stood the test of time. Great fun to flip through, easy to read font, old-fashion little illustrations here and there and a lot of full colored pictures of the cookies. I have to say, some of the cookies aren't pretty, but they taste great. A true original and practical for children to use do to the ease of the ingredients and font style. Oh, and almost all of the recipes call for shortening, so substituting butter is a must. Great for collectors. Bought this to replace my Mom's original copy from the '60's.",1
3033,Used maybe 10 times and then it wouldn't work: I bought this in 2009 and used it occasionally to make beef jerky. Just tried to use it and it wouldn't even turn on :( There will be no returning it b/c of purchasing it 3 years ago--unfortunately I only used it a few times before it went bust!,0
3034,"A caregiver's must: Soooooooooo perfect disposal washcloth. The thickness and softness of the bath cloth leaves you feeling euphoric, like you were bathed with cashmere.",1
3035,"Not worth [anything]!!!: This game [stinks] .. Nothing at all like halo.. the graphics are the only the thing about this game that is good .. the multiplayer [stinks], too fast paced, and the single player game mode is stupid .. my advice rent it before you buy it ...",0
3036,Unbelievably Awful: I watched Cloverfield - (the movie) on cable TV the other night. In my 59 yrs on this planet I cannot remember seeing a worse film. Young thin aimless adolescents with no lives running around with a tiny unsteady video camera. Never mind - it's just awful.,0
3037,"A PLEASANT SURPRISE: MASTERLOCK 5401DPROS;-ONE HAND OPERATION-STRONGER THAN I EXPECTED.-EASIER TO USE THAN I EXPECTED.-VERY EASY TO INSTALL.-EASY TO RESET YOUR PASSCODE ANYTIME YOU WANT.-IMPENETRABLE (REALLY!!! YOU'D NEED A CROWBAR AND DYNAMITE).-INEXPENSIVE.-BETTER DESIGN THAN THE OTHER KEY SAFES WHOSE ENTIRE FRONT COMES OFF. THIS DESIGN IS HINGED AT BOTTOM AND OPENS SIMILAR TO A STORAGE BIN.-NEAT SLIDING COVER THAT HIDES THE COMBO WHEELS (UNSEEN IN THE ADS). IT CAN ALSO SCRAMBLE THE CODE WHEN YOU CLOSE IT, IF YOU PUSH ON IT.-HOLD 4-6 KEYS.2 CONs;-DIFFICULT TO SEE DIGITS IN THE DARK. (TIP... INSTALL IT AT EYE LEVEL)-IT CAN BE DIFFICULT TO CRAM SEVERAL KEYS IN AND CLOSEThis is a no brainer. It is hands down the best bang for the buck in exterior key safes. I read the reviews too, then went with this one, Glad I did. YOU WILL BE TOO.",1
3038,"excellent product and service: i love my all-clad panini pan with press, it's just what i expected. the price was right and the service was great. thanks!",0
3039,ok: This is a moderately intertaining CD that I listened to for a year and threw away. If you like to movie it might be for you.,0
3040,"an accurate model of glam times: I really wasn't crazy about the movie. But the Cd is really great. Shudder To think is the Danny Elfman of the late 90's.Highlight tracks: TV Eye, a great cover of 20th century Boy, Satelite of Love and Baby's on Fire is soo cool! I wonder if Bowie likes this CD?-Jules Cohen (lead singer of Spiritease)Brand New album available! ""multigenerational alter pop/rock""",1
3041,"You can find better: Lousy musicianship here, frankly-- missed notes and poor intonation. I was hugely disappointed when I heard this album. Greatly recommend A Festival of Carols in Brass (Philadelphia Brass Ensemble) instead, which is pure joy for the listener.",0
3042,"are you nuts: first off, the cellist wasn't added into the band until after this release. the album is way too poppy to be considered their ""creative peak,"" especially when you have albums such as ""burst and bloom"" and ""the ugly organ."" the latter is exactly what a concept album should really be. shallow means, deep ends. that song sucks. a red so deep. sucks. those two tracks really kill the album, when it is a concept album. plus, this was the last album before tim kasher's collapsed lung, which made his voice sound heavenly. this album was made when he was still some indie rock guy just doing his thing. working a 9-5 and writing songs in his spare time. the ugly organ is a pinnacle of depression and self-discovery. the songs really mean something. the collapse of a relationship is a way-overdone subject. basically, this album is their 4th best. its not amazing. again, i wouldnt buy it.",0
3043,"Cool! Not too shabby! (:: These fans are sweet!! They are a bit quieter and do circulate more air throughout the system. Not to mention, your xbox 360 will look boss! (:",1
3044,"Kiplinger's Retirement Report is tops: I've been reading Kiplinger's Retirement Report for over 10 years now and have enjoyed almost every issue. They started putting ads in a few years ago, but it doesn't take away from the content. I don't read ads anyway. And there's not a lot of cards falling out all over the place like a lot of other publications.Now, the content I find to be quite timely and interesting, even if it doesn't pertain to my situation. I often find articles that might help others out and suggest them to that person. If you are at a crossroads in your life between working and retiring, this is the magazine for you. It's written for people who are retired. Not going to retire, but already retired. Always good topics on managing your finances to health to investing and even on retirement living. Overall a 5 star publication.",1
3045,"Wrong film sent, TWO times!: I've made two purchases for Burn Witch Burn on Amazon.com, and two times I've been sent the right case, with the top of the DVD labeled with the correct movie, and the disk itself containing something called the Nun and the Sergeant. TWO TIMES! I don't even want Burn Witch Burn anymore. Amazon should just discontinue this film until it gets the correct film on every DVD it ships out. Once can just a mistake, twice is irrisponsible. A lawyer would call this bait and switch, don't you think?",0
3046,"Believe the bad reviews: I received this player and it seemed to be a great product for the 3 hours it worked.. I had charged the battery as indicated in the manual, loaded some music on it and listened for a while. Then after reconnecting it to my PC and removing it the device does nothing. A ""hard reset"" didn't help. Go over to the Sandisk site message board and read before buying this player. I did and ordered one anyway thinking it won't happen to mine... Now I'm going to try the Samsung U3.",0
3047,"Awesome Camera: This camera takes awesome pictures and adequate videos. Prior to the Canon A640 I had a Kodak that gave me more problems than I care to discuss here. I decided to get this camera because of its compactness and versatility. I've had it for 5 months and have used it quite a bit, including on a 21-day expedition to Aconcagua in South America, and it has worked beautifully. The one problem that I've had with it is sometimes the shutter don't open fully, otherwise it works great and takes awesome pictures.",1
3048,"Who Stole the Funk?: ""Chaos and Disorder"" is the final album Prince recorded for Warner Bros, and it sounds less like an album than an effort to satisfy a recording contract that apparently ended acrimoniously. The CD sounds unfinished, unfocused, and without direction, filled with several tunes that lack the hooks and passion we've come to expect from Prince. ""Dinner With Delores"" passes along nicely, but elsewhere, it's a nosedive. Half-hearted rock and funk stompers abound; the lamest of which is ""I Rock Therefore I Am."" However lackluster ""Chaos and Disorder"" sounds, it never approaches disaster. Still, the music represents a pale version of the former Prince who churned out classics like ""Dirty Mind"" and ""Sign O the Times."" A lot of chaos, and much disorder.",0
3049,It is what it is: This is a great reference book. A good read for those seeking trivia. Glad I have it.,1
3050,"Not for beginners or those needing practical instruction.: I guess I should have read the other two reviews for this book before purchasing. The text doesn't provide enough detail for a novice woodworker or particularly for someone attempting their first instrument to get started. In particular the instrument list should be modified. Simply stating that it includes plans for a lute is misleading when the lute in question is a very Early Medieval type with a skin soundboard. It is more akin to a primitive banjo than what I was looking for. Also, all the drawings are reproduced at such a small scale to be virtually useless and none contain details such as full scale bridge designs or instructions on how to generate one's own patterns. The only useful content in the work is the chapter detailing his method of fretting. It should prove quite useful Caveat emptor!",0
3051,"Very disappointing: I was very sad after reading 1/2 of this book (i could not even finish it). Based on the almost 5 star rating i was excited to start reading it....but was quickly let down. The book is was what I would like to call ""the hot mess express"". I was all over the place, involving you in one scene and then quickly changing into another that had no relevance to the one before. By the time I was able to figure out what the scene was about the reading once again changed in the same pattern as before. The transition/flow of the book was awful. The scenes in the book were also a let down and not well thought out. I am truly saddened by the fact that i wasted ~7 dollars and hours of my time and i would like a credit please...",0
3052,"Amazon oversold this one!: With a 5-year-old grandson in New York, I was interested in the nanny scene and, on impulse, ordered this book from Amazon. While in some ways it was an entertaining (though often painful) read, it felt more like an extended cartoon than a genuine novel. Literature it ain't! Be forewarned.",0
3053,"Windows 2000 is best?: Lots of people have been saying that Windows 2k is not worth the hassle of buying. But I have found this OS extremely useful to business people. It comes with all kinds of administration features, which aren't really that useful to you unless you want to make a network, and make it as secure as possible. I would suggest going with Windows 2K, as I have found all the new installiation settings more helpful!",1
3054,"Outstanding - Passion meets Precision: The second great version of King Crimson. They came out of the box strong here, all members contributing brilliantly in some relatively equivalent proportion. Robert Fripp has characterized his intention on some of the pieces as wanting to combine the passion you hear in African-American music and in Jimi Hendrix with aspects of the European tradition (precision and symmetry in composition) ala Stravinsky - he and the band actually did that here. Music doesn't get much better than this.Larks' Tongue 1 & 2, and Easy Money, fit the bill I've just described. They are crafted, played, and recorded brilliantly. ""Talking Drum"" is an effective jam, a study in rhythm and dissonance. ""Book of Saturdays"" and ""Exiles"" are vocal ballads - I can actually live without them. But that doesn't diminish the album, which is a real undereheard classic.",1
3055,"This jump rope is great: I love this jump rope! It wasn't too expensive and it is very durable. I don't recommend using it outdoors on concrete, due to it being plastic. It can take the beating though. Im 5ft 8 so its long enough for me and I skip over the rope with ease. I don't have any thing negative to say. I use it 3 times a week and it is holding up quite well. Ive had it for about 4 months now. No problems what so ever.",1
3056,"Simply the best: With this album, They Might Be Giants have given us their best tracks and made them better. Beware, though, this is not the same TMBG of the studio albums. This They Might Be Giants sing very, very loudly and infuse their songs with new emotion and new life. Which of course is all the more reason to buy this.If you are just getting into TMBG this is an ideal album for you. If you're a dedicated TMBG fan, you should have bought this album years ago.",1
3057,"Chef's Choice Is Not My Choice: I'm now starting my third quest to find a well made,long lasting electric kettle. I've had 2 of the Chef's Choice 677. Figured the 1st one was a fluke as it barely lasted a year. I did not purchase it on Amazon. The spout drips as you pour and scale does collect around the bottom. I'm going to spend a bit more time researching and hope to come up with the best cup of tea around yet! I think Krups is going to be the winner.",0
3058,not safe: this toy is fun and educational but is not safe. my son has hurt himself many times because the ring falls off easily and he falls with it.,1
3059,A very good book about Ketubot: Thank you very much for sending me the book. It is a very good book about Ketubot: it is not easy to find a book like this!,1
3060,"great heater, fast and quiet: bought this heater because its silent, there's a few popping sounds as the panel expands when it heats up but otherwise the heater is dead silent.it's better than hot-oil heaters because it's heats up a lot faster and is much lighter. one thing to note is that there's been a few times it wouldn't turn on. the first time it happened, i thought it was broken (i've had a number of hot-oil heaters die on me in the past) and very close to throwing it away. but the fix is to unplug it for about 30 minutes and then plug it back in. this is apparently a common issue with micathermic heaters. i've had the panel for more than a year, i use it almost every night. it's lasted longer than all other heaters i've owned.",1
3061,typical american composer: Like most American composers Howard Hanson is a little on the bland side. His 2nd symphony has some admirers although I'm not sure why. At least the CD isn't expensive so you can be bored cheaply.,0
3062,"Train Whistle: I purchased this train whistle to go along with my 5 1/2 year old son, Hunter's Thomas the Tank Engine Halloween costume. I had many compliments on the costume and the whistle. Hunter really enjoyed blowing into the whistle as he was trick or treating.",1
3063,"The trials and tribulations of being first ladies: I enjoyed this book a lot, especially the early first ladies, Louisa Adams, wife of John Quincy Adams, traveling in Russia with no escort and with her little son during the winter took courage and determination, she even traveled through battlefields in France to reach her husband in Berlin. Other first ladies were equally courageous and interesting.",1
3064,"Horrid: H.R.F Keating is a grandmaster of English mystery writing, but never one of my favorites. Reginald Hill or Peter Lovesey are much more my cup of tea. Even so this is a horrid book.When I purchase a mystery novel, I expect a puzzle and procedural, not this tiresome diatribe on love and lust, Amor and Eros and other twaddle. It is impossible to concentrate on the crime, for all the boring, repetative nonsense about the lead detective Det. Superintendant Harriet Martens love troubles. And her gasbag of a husband, who cant say a simple sentence without sounding like a dictionary doesn't help.Maddening book.",0
3065,A science based book on plant-based nutrition: I have studied with Dr. T. Colin Campbell and this book is a great reference guide for me as a holistic nutritionist who promotes plant-based nutrition. If you are looking for the science behind the information in the book then this is for you.,1
3066,Family Favorite: My husband and I have had these knives for a long time and continue to add to our collection. This one is a favorite. It's always dirty so we now have two.,1
3067,"Warning - Do not buy!: This product is horrible. I should have listened to the other reviews. While setup is easy, performance [stinks]. This router (combined with the 650+ card) slowed my Internet access to a crawl. Even after up dating the firmware it was as slow as molasses. Now that I have disconnected it - I am at full speed again. The worst part is D-Link service. Half hour on the phone, 3 emails - all no response (promise 24 hour turn around on the email.) It is clear that D-Link released this product before it was ready.",0
3068,"Lame-o!: I love to read, and sometimes I'll even pick up a book my husband has purchased when I don't have anything of my own to read, as I did with this book. Dan Brown wants to impress you with some zany controversial facts, but he cuts corners by writing a lame unconvincing ""thriller"" around them. Like, I don't understand why Sophie would be so upset at her grandfather that she wouldn't speak to him for 10 years. What she saw wasn't even that big of a deal! That just doesn't make sense. But of course, Mr. Brown wants you to ""ooh"" and ""ahh"" at the Biblical ""facts."" I think that the story itself is incredibly lame, do Langdon and Sophie really have to spark a romance at the end?! Why?! Gimme a break! I'm insulted. He should've just started a conspiracy website and loaded his facts there instead of wasting perfectly good trees on this stinker!",0
3069,Four leaf clover rip off: Major rip off. Although is says four leaf clover kit in tiny letters at the back of the booklet included with the kit (once you buy it) it says it does not guarentee any four leaf clovers!!,0
3070,Avoid it: The Delorme GPS receiver works only with Delorme's software. It does not support the NEA standard. And Delorme's software is not very accurate - errors are frequent. Buy a receiver that supports more than one vendor's software so that you're not locked in.,0
3071,great blower vac.: Some dificulty chaging from blower to vac. Over all this is a great product. It really does the job. I Highly recomend this product.,1
3072,"Very displeased: Castle will not stay together, door has already broke and it has not been a week...not what I expected...do not purchase",0
3073,It's finally on DVD!: I've been waiting for this movie to come out on DVD since I first got a DVD player about three years ago. Ray Liotta gives an excellent performance as a man falsely accused of murder trying to find his wife's killer. The plot is very interesting and original and presented so that it is believable and intense. Definitely a must-have.,1
3074,"Spencer film mainly for family-oriented interest.: Bud Spencer would seem a natural to play the genie, and the film is pleasant enough, with one or two of the signature fight scenes Spencer is famous for, but fans will find the film quite lacking in Bud's usual style of humor and toughness. Instead, he spends too much time on the sidelines, nodding approval to his son (playing the Aladdin character). For the real classics from Bud Spencer, check out ""Crime Busters,"" ""Go For It,"" and ""Odds and Evens!""",0
3075,"What is this garbage?!: I'm not really sure what happened with this album...but it is horrible. It's a little emo, a little grind, a little drone, a little jazz...and no it's still not interesting. It's just a mess, and almost like an entire album of one big jam session gone horribly wrong. I hate bands that just throw together as many different music styles as they possibly can without any regard to songwriting and call it good. I'm sure all the band members, their label, and their clueless fans think they're genius, and that's a real shame.The guys from Maudlin of the Well who are now in this band really should be ashamed of themselves for releasing such crap.",0
3076,"Clearly NOT white :-(: I ordered this cable specifically because it was WHITE.It has WHITE in the name of the product.The image looks white. The cable isn't. Its grey.There are lots of ""white"" things around it like thepacking slip that clearly are justified to be white.So I've been mislead and am not very happy ..",0
3077,"Waste of time and money!: I thought this movie was supposed to be scary? I listened to the reviews and saw the commercials, and then I sat there waiting to jump out of my seat. Well, I guess I did want to jump out of my seat... and go see another movie! It starts off slow and unfortunately that is the way it ends. It is filmed like a documentary, but I have seen scarier things watching the Discovery Channel. And compared to Jaws...pulleeezz, this movie does not compare. The only thing that was really scary was the acting. The reviewers who gave this movie high ratings may have been distracted by the full frontal nudity in the first 10 minutes, and like the woman in this film I also wished for death by the end.",0
3078,The 10 CD 30th Anniversary Collection is a better choice.: I don't really disagree with the other reviewers' evaluation of Piaf. She is truly one of the great artists of the 20th Century. I got this set; and then I got the 10 CD 30th Anniversary Collection. This 2 CD set has only a few songs recorded in the late 50's and early 60's when recording technology could do justice to her voice. The 10 CD set has several CD's recorded toward the end of her career. The recorded sound is outstanding; and Piaf was still in great voice nearly 'til the end. I know the 10 CD is expensive; but I prefer it above anything else I have by Piaf.,0
3079,"Too much opinion, not enough fact: Interesting book. Got it a few years ago when I was obsessed with Prophetic and End Times books. But seriously, nothing he really says can be backed up. It's mostly a bunch of opinion. If you want a good assessment of the book of revelation, Dr. Jeannie Constantinou has an excellent podcast that sadly she hasn't finished, but gives a great foundation.[...]",0
3080,"Go Trekkers: I actually bought this for my husband, who is a trekkie through and through. It is going to be a gift for his 50th birthday and I know he is going to be tickled with it.",1
3081,"Nice horns: I think they are a good pair of horns, and they look quite nice in your hood. The only thing i advice to the manufacturers, is that in the description of the product, they should describe the type of sound they make. Ex European cars, American Cars, Japanese Cars. I bought them to replace my Toyota Land Cruiser original horns, and now it sound like a Ford or Chevrolet car!!!!!",1
3082,"SOFT AS BUTTER!: I PURCHASED THIS LOVELY BLANKET FOR MY GUEST ROOM. IT ARRIVED AND I FOUND IT TO BE A TERRIFIC BUY! IT IS LIGHTWEIGHT AND SO VERY SOFT. BECAUSE THE MEASUREMENTS ARE GENEROUS, IT ACTUALLY FITS BEAUTIFULLY ON MY KING SIZED BED. THERE IS AMPLE SIDE & BOTTOM EDGE ""HANG-DOWN""....I USE IT UNDER A QUILT WITH BEDSKIRT AND I DIDN'T WANT IT TO BE LONGER THAN THE QUILT. I HAVEN'T LAUNDERED IT YET, BUT I'VE HAD OTHER ITEMS MADE OF THE SAME MICROPLUSH FABRIC AND THEY WASH & DRY WITH ABSOLUTELY NO PROBLEMS. I BELIEVE THE PRICE I PAID FOR THIS BLANKET WAS VERY REASONABLE. IF YOU ARE LOOKING FOR A PRACTICAL AS WELL AS LUXURIOUS BLANKET AT A FAIR PRICE, I THINK YOU WILL BE WELL-SATISFIED WITH THIS ITEM.",1
3083,"whatever: the movie was interesting to look at with its unique look i think it captured what it really looks like down there. that is the best thing i care to say about the movie. i thought it was extremely boring. the character development was nill. if you like to watch homeless people ramble about nothing, then this is for you.",0
3084,"WARRANTY QUESTION: So, I got this product as a gift but based on your reviews (thanks everyone) decided to return it. Unfortunately because of its size Amazon won't take it back. So does anyone know about the warranty? I mean, yes, the service will be paid for, but am I going to have to get it fixed every few months, or is once gonna do it? And if I get the warranty now, will it cover it even though the tv was purchased a few months ago? Thanks for your input!",0
3085,"Toaster: Ordered on November 17, 2006, As of January 8, 2007, Have still not received this product, there has been communication about my order, hopefully I will receive it soon.",0
3086,"More on this, than the live action DVDs: I'm often asked, ""Who is the best Batman?"" No doubt about it. Kevin Conroy IS Batman. He has the overpowering voice that puts fear into criminals. Tim Daly is awesome as Superman. Like Conroy, he has an excellent Superman voice; but, in a different way.The animated series of Batman & Superman were well written, well voiced, & were drawn very well.Filled with features, unlike the live action DVDs, The batman/Superman DVD is sure to be among the best ever animated DVDs. The major drawback, however, is, there is always so much more they could have done. It seems as if ALL the DVDs have the same extras. Some interviews with the actors, and some deleted scenes and other behind the scenes clips is always awesome.I give this a 41/2 out of 5 stars. Or, 95 of 100.",1
3087,"Don't Buy this Machine: I bought this machine to replace an older model. The first time I tried to fax or copy, the gears inside banged and clacked and the fax was continually interrupted. Apparently the gears are unbalanced. This model is a cheap version of my old one and is not good value. I could not find a phone number to discuss with Amazon how to proceed. Apparently Amazon doesn't want you to call them even when something they sell is defective. I called Panasonic and was required to give them a credit card number before they would send a new one which I will get in a couple of weeks. They promised not to charge it unless I don't return the ""dog"" I received in the first place. Hopefully, the new one will work OK, but I have my doubts. This machine is not worth having. Don't buy electronics from Amazon.",0
3088,"Makes some since, but...: This book could help someone really dedicated to self improvement, makes since, but I really can't imagine anyone spending the time or that dedicated to improving this way.",0
